City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,timbuktu,16.7735,-3.0074,33.8,45,99,4.14,ML,1722543895
285,daru,-9.0763,143.2092,24.29,90,100,7.84,PG,1722543896
286,bodo,67.28,14.405,15.02,83,75,3.6,NO,1722543897
287,kzyltu,53.6364,72.3414,21.57,72,100,7.43,KZ,1722543898
288,remire-montjoly,4.9167,-52.2667,31.02,70,6,1.54,GF,1722543899
289,eyl,7.9803,49.8164,26.19,68,64,13.32,SO,1722543900
290,mulayjah,27.271,48.4242,37.23,14,11,4.21,SA,1722543902
291,sao vicente,-23.9631,-46.3919,24.04,72,100,2.06,BR,1722543820
292,borgo san dalmazzo,44.333,7.4858,24.41,81,0,1.34,IT,1722543904
293,fort bragg,35.139,-79.006,36.49,51,0,2.57,US,1722543905
294,aioun,16.6614,-9.6149,36.72,28,89,5.63,MR,1722543906
295,umba,66.6871,34.3429,14.91,87,94,2.8,RU,1722543907
296,gadzhiyevo,69.2551,33.3362,9.91,95,100,5.1,RU,1722543908
297,lata,40.1629,-8.3327,19.49,91,14,2.4,PT,1722543909
298,chunskiy,56.0815,99.6342,12.99,93,7,1.02,RU,1722543910
299,vila franca do campo,37.7167,-25.4333,24.23,74,12,1.96,PT,1722543911
300,taroa,8.7058,171.2275,28.07,78,100,6.26,MH,1722543912
301,saynshand,44.8824,110.1163,21.58,60,100,4.26,MN,1722543913
302,utrik,11.2278,169.8474,28.36,77,63,3.69,MH,1722543914
303,ghogha,21.6833,72.2833,27.71,83,100,7.39,IN,1722543915
304,damghan,36.1683,54.348,26.34,46,0,3.49,IR,1722543916
305,tolanaro,-25.0319,46.9987,17.48,73,0,3.12,MG,1722543917
306,muborak,39.2553,65.1528,31.98,11,0,6.4,UZ,1722543918
307,minas de marcona,-15.2119,-75.1103,17.83,58,17,3.42,PE,1722543919
308,cozumel,20.5083,-86.9458,33.04,58,20,6.69,MX,1722543921
309,irbit,57.6705,63.071,14.57,96,8,2.38,RU,1722543922
310,gerash,27.6652,54.1371,28.08,32,99,0.71,IR,1722543923
311,pisco,-13.7,-76.2167,18.03,77,0,4.12,PE,1722543924
312,chiredzi,-21.05,31.6667,17.83,48,0,3.05,ZW,1722543925
313,naze,28.3667,129.4833,25.51,87,18,2.46,JP,1722543926
314,monrovia,6.3005,-10.7969,24.87,89,100,6.26,LR,1722543927
315,ingeniero jacobacci,-41.3427,-69.5448,11.02,49,100,14.67,AR,1722543928
316,najaf,31.9985,44.3398,37.88,17,0,3.09,IQ,1722543929
317,bereznik,62.8551,42.7072,13.76,96,91,1.9,RU,1722543931
318,patan,27.6667,85.3333,21.21,94,75,2.06,NP,1722543932
319,laghouat,33.8,2.8651,36.45,13,89,5.08,DZ,1722543933
320,kingston,17.997,-76.7936,30.65,76,100,2.08,JM,1722543592
321,shatrovo,56.5167,64.6333,15.96,93,4,2.06,RU,1722543935
322,taoudenni,22.6783,-3.9836,40.81,13,9,6.56,ML,1722543936
323,nabire,-3.3667,135.4833,23.89,95,83,1.48,ID,1722543937
324,newman,37.3138,-121.0208,37.19,13,99,1.36,US,1722543938
325,morehead city,34.7229,-76.726,33.03,79,0,7.72,US,1722543939
326,patterson,37.4716,-121.1297,35.54,15,90,2.55,US,1722543940
327,ebon,4.582,168.6964,28.32,75,42,3.67,MH,1722543941
328,fale old settlement,-9.3852,-171.2468,27.52,69,100,8.2,TK,1722543942
329,yerofey pavlovich,53.9667,121.9667,8.31,65,48,0.98,RU,1722543943
330,gbarnga,6.9956,-9.4722,21.82,99,92,1.59,LR,1722543945
331,mejit,10.2753,170.8646,28.21,76,53,3.12,MH,1722543946
332,buta,2.7858,24.73,22.22,86,70,0.94,CD,1722543947
333,wamba,8.9333,8.6,22.59,93,100,0.18,NG,1722543948
334,arkhangel'sk,64.5401,40.5433,16.06,100,100,2.0,RU,1722543949
335,macon,39.8667,-88.9668,29.93,74,20,5.14,US,1722543840
336,hirara,24.8,125.2833,28.92,94,20,2.57,JP,1722543952
337,mil'kovo,55.6078,37.7956,16.84,68,53,3.66,RU,1722543953
338,salinas,36.6777,-121.6555,28.37,67,0,5.66,US,1722543954
339,zaqatala,41.6336,46.6433,23.26,78,75,4.12,AZ,1722543955
340,itaituba,-4.2761,-55.9836,34.09,46,20,2.06,BR,1722543956
341,mana,5.6592,-53.7767,28.84,65,0,3.27,GF,1722543957
342,lazaro cardenas,17.9583,-102.2,31.42,56,100,3.68,MX,1722543958
343,moab,38.5733,-109.5498,40.9,6,0,2.6,US,1722543819
344,gijang,35.2442,129.2139,25.85,93,1,3.13,KR,1722543960
345,amga,60.8953,131.9608,7.71,70,84,1.07,RU,1722543961
346,kalabo,-14.97,22.6814,18.19,21,0,2.99,ZM,1722543963
347,cassilandia,-19.1133,-51.7342,31.7,19,9,5.17,BR,1722543964
348,namibe,-15.1961,12.1522,17.12,85,51,1.94,AO,1722543965
349,katsuren-haebaru,26.3369,127.8719,29.21,85,40,2.57,JP,1722543966
350,chern',53.4523,36.9145,13.11,91,92,3.94,RU,1722543673
351,bontang,0.1333,117.5,25.28,89,58,3.01,ID,1722543968
352,constantia,44.1833,28.65,22.61,64,35,6.29,RO,1722543763
353,gunnison,38.7,-107.0673,27.17,11,99,2.53,US,1722543970
354,lorengau,-2.0226,147.2712,27.48,79,58,4.25,PG,1722543971
355,brush,40.2589,-103.6238,35.82,26,0,3.6,US,1722543972
356,nizhneudinsk,54.9076,99.0276,12.86,83,3,1.11,RU,1722543973
357,yulinshi,38.2906,109.7494,26.51,51,100,3.43,CN,1722543975
358,port saint john's,-31.6229,29.5448,15.49,82,82,3.34,ZA,1722543976
359,port shepstone,-30.7414,30.455,17.38,86,61,6.32,ZA,1722543977
360,saurimo,-9.6608,20.3916,20.66,19,7,2.03,AO,1722543978
361,sao jose de ribamar,-2.5619,-44.0542,30.21,72,77,5.44,BR,1722543980
362,brisas de zicatela,15.8369,-97.0419,31.29,74,75,4.12,MX,1722543981
363,tabou,4.423,-7.3528,23.62,88,100,5.03,CI,1722543983
364,sharjah,25.3573,55.4033,35.99,66,0,2.57,AE,1722543984
365,george town,5.4112,100.3354,27.96,78,20,2.06,MY,1722543845
366,ugoofaaru,5.6667,73.0,28.54,76,100,4.75,MV,1722543986
367,idri,27.5,13.2667,31.69,17,0,4.59,LY,1722543987
368,ancud,-41.8697,-73.8203,10.64,85,100,11.73,CL,1722543988
369,sinop,41.7711,34.8709,15.24,68,0,2.35,TR,1722543989
370,karratha,-20.7377,116.8463,19.28,71,99,6.27,AU,1722543990
371,tralee,52.2704,-9.7026,16.62,82,67,2.42,IE,1722543991
372,salekhard,66.53,66.6019,15.2,95,80,3.47,RU,1722543853
373,san felipe,10.3399,-68.7425,32.69,40,92,4.23,VE,1722543993
374,nikolayevsk-on-amure,53.1406,140.73,12.9,98,100,1.65,RU,1722543994
375,clarence town,-32.5833,151.7833,11.03,95,100,1.6,AU,1722543995
376,ataq,14.5377,46.8319,30.88,44,100,4.26,YE,1722543996
377,puerto penasco,31.3167,-113.5333,36.99,68,40,7.72,MX,1722543713
378,chincholi,17.4667,77.4333,23.86,88,100,7.08,IN,1722543998
379,brokopondo,4.75,-55.1667,31.47,54,24,1.53,SR,1722543999
380,argentan,48.75,-0.0167,18.85,95,0,1.84,FR,1722544000
381,san luis de la loma,17.2706,-100.8939,31.55,58,100,3.07,MX,1722544002
382,guangyuan,32.442,105.823,24.32,92,10,1.05,CN,1722544003
383,adigrat,14.277,39.462,14.54,86,100,2.07,ET,1722544004
384,wahpeton,46.2652,-96.6059,29.4,48,0,5.66,US,1722543776
385,aljezur,37.3191,-8.8033,17.82,92,2,6.2,PT,1722544006
386,north weeki wachee,28.5501,-82.5589,31.06,89,20,3.09,US,1722544007
387,tobelo,1.7284,128.0095,26.16,83,89,2.82,ID,1722544008
388,thompson,55.7435,-97.8558,25.09,41,75,8.75,CA,1722544009
389,pechora,65.1472,57.2244,15.05,72,10,0.61,RU,1722544010
390,box elder,41.5005,-112.8764,31.81,38,0,1.88,US,1722544011
391,alofi,-19.0595,-169.9187,22.94,78,29,4.63,NU,1722544012
392,bay roberts,47.5999,-53.2648,27.86,77,89,4.02,CA,1722544013
393,badagry,6.4167,2.8833,24.43,90,28,4.52,NG,1722544014
394,zdvinsk,54.7021,78.661,19.65,75,100,2.4,RU,1722544015
395,melito di porto salvo,37.9222,15.7714,27.97,61,0,5.14,IT,1722544017
396,canutama,-6.5339,-64.3831,38.41,20,29,1.37,BR,1722544018
397,cabo san lucas,22.8909,-109.9124,33.43,62,100,4.63,MX,1722544019
398,khada,27.1833,83.8833,26.11,94,100,3.61,IN,1722544020
399,cadale,2.7603,46.3222,24.87,84,100,7.86,SO,1722544021
400,tsiombe,-25.3,45.4833,17.53,67,50,1.1,MG,1722544022
401,andreapol',56.6513,32.2664,12.52,98,43,2.91,RU,1722544024
402,puerto carreno,6.189,-67.4859,31.0,60,48,2.25,CO,1722543842
403,yoloten,37.2989,62.3597,30.29,16,0,3.99,TM,1722544026
404,zaprudnya,56.5667,37.4333,12.89,97,49,2.67,RU,1722544027
405,shalqar,47.8333,59.6,26.96,27,0,7.01,KZ,1722544028
406,oum hadjer,13.2954,19.6966,25.35,83,100,2.6,TD,1722544029
407,cartagena,10.3997,-75.5144,31.79,66,20,5.14,CO,1722544030
408,bambanglipuro,-7.95,110.2833,23.13,94,21,1.67,ID,1722544031
409,richards bay,-28.783,32.0377,19.01,80,6,5.47,ZA,1722544032
410,lospalos,-8.5186,127.0025,21.44,86,100,3.39,TL,1722544033
411,nantucket,41.2835,-70.0995,29.08,80,0,6.17,US,1722543934
412,kupino,54.3663,77.2981,21.55,60,100,3.42,RU,1722544035
413,el alto,-4.2714,-81.2147,20.81,72,19,8.17,PE,1722544036
414,praia da vitoria,38.7333,-27.0667,26.53,78,40,1.45,PT,1722544037
415,ta`u,-14.2336,-169.5144,25.66,69,27,9.37,AS,1722544038
416,lachhmangarh sikar,27.8167,75.0333,26.09,87,100,2.32,IN,1722544039
417,kavieng,-2.5744,150.7967,27.54,81,56,5.18,PG,1722544040
418,nadym,65.5333,72.5167,17.64,64,59,0.6,RU,1722544041
419,palikir - national government center,6.9248,158.1611,27.65,73,89,1.89,FM,1722544042
420,pontianak,-0.0333,109.3333,24.99,100,100,1.54,ID,1722544043
421,cidreira,-30.1811,-50.2056,16.71,86,1,7.06,BR,1722544045
422,moires,35.0532,24.8744,25.42,52,0,1.79,GR,1722544046
423,kainantu,-6.2887,145.8655,15.74,98,92,0.96,PG,1722544047
424,puerto lempira,15.2667,-83.7667,31.08,66,40,0.0,HN,1722544048
425,airuk,7.2772,168.8203,28.72,75,12,6.09,MH,1722544049
426,mogadishu,2.0371,45.3438,24.63,85,80,7.32,SO,1722544050
427,umm ruwaba,12.9061,31.2158,25.14,66,56,3.86,SD,1722544051
428,gueret,46.1667,1.8667,20.89,83,1,1.27,FR,1722544052
429,uturoa,-16.7333,-151.4333,23.67,61,3,6.78,PF,1722544053
430,forster,-32.1667,152.5167,9.65,91,74,5.98,AU,1722544054
431,palmas,-10.2128,-48.3603,35.55,20,0,4.63,BR,1722543243
432,lupane,-18.9315,27.807,14.14,34,0,0.85,ZW,1722544056
433,castillos,-34.1667,-53.8333,19.63,73,100,3.07,UY,1722544057
434,likisa,-8.6695,125.6875,16.19,75,9,3.04,TL,1722544058
435,gaspra,44.4333,34.1,20.84,55,64,3.39,UA,1722544059
436,taksimo,56.3444,114.8794,16.69,92,100,0.54,RU,1722544060
437,hafnarfjordur,64.0671,-21.9377,12.93,67,75,3.09,IS,1722544061
438,lompoc,34.6391,-120.4579,27.14,66,0,6.17,US,1722544062
439,bahia blanca,-38.7196,-62.2724,20.27,69,100,3.68,AR,1722543838
440,dubreka,9.7911,-13.5233,27.04,92,100,2.04,GN,1722544064
441,ust'-barguzin,53.45,108.9833,14.0,99,100,1.62,RU,1722544065
442,shakhtersk,48.0625,38.5167,19.17,38,5,1.51,UA,1722544066
443,menongue,-14.6585,17.691,17.41,23,3,2.35,AO,1722544067
444,tarawa,1.419,172.984,29.05,79,20,2.06,KI,1722544069
445,saint-laurent-du-maroni,5.5039,-54.0289,28.84,65,100,2.33,GF,1722544070
446,vorkuta,67.5,64.0,15.2,86,48,3.95,RU,1722544071
447,brezina,33.0989,1.2608,34.72,13,40,5.27,DZ,1722544072
448,vikhorevka,56.1201,101.1636,13.77,95,45,1.37,RU,1722544073
449,songea,-10.6833,35.65,13.63,49,0,1.03,TZ,1722544074
450,tommot,58.9564,126.2925,10.04,79,91,0.86,RU,1722544076
451,qarazhal,48.0078,70.7903,27.91,23,6,2.11,KZ,1722544077
452,suva,-18.1416,178.4415,20.71,100,75,1.54,FJ,1722544078
453,firuzabad,28.8438,52.5707,31.92,30,63,4.02,IR,1722544079
454,benghazi,32.1167,20.0667,27.33,64,0,4.98,LY,1722544080
455,magalia,39.8121,-121.5783,33.95,30,36,0.89,US,1722544081
456,carnarvon,-24.8667,113.6333,15.8,63,44,6.91,AU,1722544082
457,entebbe,0.0644,32.4469,20.18,94,20,2.57,UG,1722544083
458,maracacume,-2.0428,-45.9592,29.32,57,69,2.84,BR,1722544084
459,mhamid,29.82,-5.72,38.06,10,0,4.12,MA,1722544085
460,novodvinsk,64.4165,40.8122,15.86,98,100,2.07,RU,1722544086
461,gateway,26.5776,-81.7504,36.1,52,40,3.6,US,1722544087
462,mossel bay,-34.1831,22.146,10.96,79,0,2.68,ZA,1722544088
463,corn island,12.1694,-83.0418,27.98,84,100,7.11,NI,1722544090
464,kurumkan,54.3,110.3,19.31,68,100,1.65,RU,1722544091
465,liaocheng,36.4439,115.9647,26.19,95,0,3.87,CN,1722544092
466,achinsk,56.2694,90.4993,15.9,87,17,2.02,RU,1722544093
467,ust-tsilma,65.441,52.1498,17.4,68,98,1.59,RU,1722544094
468,kapuskasing,49.4169,-82.4331,31.05,51,20,3.6,CA,1722544095
469,ylitornio,66.3089,23.6773,12.7,97,100,3.2,FI,1722544096
470,cabinda,-5.55,12.2,20.64,85,74,3.57,AO,1722544097
471,luwuk,-0.9516,122.7875,21.73,88,90,2.23,ID,1722544098
472,pishin,30.5803,66.9961,30.16,45,100,1.92,PK,1722544099
473,tual,-5.6667,132.75,25.2,86,98,8.89,ID,1722544100
474,coahuayana de hidalgo,18.7,-103.6583,33.16,55,78,3.42,MX,1722544101
475,makoua,0.0069,15.6333,27.93,43,29,0.92,CG,1722544102
476,clodomira,-27.5744,-64.1311,32.98,26,96,9.35,AR,1722544103
477,ciudad lazaro cardenas,17.9583,-102.2,31.42,56,100,3.68,MX,1722544104
478,qarqaraly,49.4058,75.4742,20.96,42,0,3.42,KZ,1722544105
479,kayenta,36.7278,-110.2546,33.24,13,92,4.26,US,1722544106
480,camocim,-2.9022,-40.8411,29.1,59,6,8.37,BR,1722544107
481,jimenez,28.3333,-105.4,34.84,27,0,0.66,MX,1722544108
482,lichinga,-13.3128,35.2406,14.05,58,0,4.63,MZ,1722544109
483,carahue,-38.7,-73.1667,11.48,95,100,3.54,CL,1722544110
484,bambari,5.768,20.6757,24.49,72,20,0.49,CF,1722544111
485,turkmenbasy,40.0222,52.9552,24.43,41,0,4.12,TM,1722544113
486,minas de matahambre,22.5887,-83.9447,32.3,58,31,3.87,CU,1722544114
487,at taraf,25.3628,49.725,35.3,25,100,1.98,SA,1722544115
488,sakakah,29.9697,40.2064,31.76,16,0,3.73,SA,1722544116
489,aksu,41.1231,80.2644,28.68,26,6,2.93,CN,1722544117
490,muroto-misakicho,33.2833,134.15,27.63,82,8,2.5,JP,1722544118
491,palmer,42.1584,-72.3287,33.12,49,40,3.6,US,1722544119
492,koryazhma,61.3143,47.1691,13.33,96,71,1.27,RU,1722544120
493,al wajh,26.2455,36.4525,30.97,74,0,3.6,SA,1722544121
494,leava,-14.3,-178.1667,26.21,77,72,5.92,WF,1722544122
495,upata,8.0086,-62.3989,31.77,57,41,2.1,VE,1722544123
496,bom jardim,-7.7958,-35.5872,22.54,71,47,6.21,BR,1722544124
497,new prague,44.5433,-93.5761,23.04,90,100,3.73,US,1722544125
498,las vegas,36.175,-115.1372,41.82,17,0,4.12,US,1722543711
499,vilyuysk,63.7553,121.6247,6.58,76,10,1.38,RU,1722544127
500,songyang,34.4553,113.0281,24.64,98,22,1.4,CN,1722544128
501,sol'-iletsk,51.1631,54.9918,18.56,62,0,3.08,RU,1722544129
502,limbe,4.0242,9.2149,23.68,92,73,1.57,CM,1722544130
503,kaohsiung,22.6163,120.3133,28.97,91,75,2.06,TW,1722544131
504,san pedro pochutla,15.7333,-96.4667,33.73,58,99,2.9,MX,1722544132
505,songjianghe,42.1859,127.479,19.67,98,100,1.95,CN,1722544133
506,esmeraldas,-19.7625,-44.3139,23.48,41,97,2.02,BR,1722544134
507,bima,-8.4667,118.7167,22.29,96,60,0.87,ID,1722544136
508,west helena,34.5507,-90.6418,34.86,35,3,4.36,US,1722544137
509,gumel,12.6279,9.3912,26.79,66,100,2.34,NG,1722544138
510,mount isa,-20.7333,139.5,15.87,41,0,2.06,AU,1722544139
511,pitangui,-19.6828,-44.8903,26.46,33,77,4.52,BR,1722544140
512,midvagur,62.0511,-7.1939,12.46,100,100,7.72,FO,1722544141
513,saint-pierre,-21.3393,55.4781,20.82,52,0,4.12,RE,1722544142
514,boguchar,49.9358,40.545,18.05,39,89,2.74,RU,1722544143
515,penzance,50.1186,-5.5371,17.38,86,37,4.99,GB,1722544144
516,palasa,18.7667,84.4167,27.22,76,100,2.81,IN,1722544145
517,cho dok,10.7,105.1167,25.89,88,100,2.16,VN,1722544146
518,qamdo,31.1667,97.2333,8.37,65,100,2.28,CN,1722544147
519,lulea,65.5842,22.1547,15.04,94,75,4.12,SE,1722543884
520,dongola,19.1667,30.4833,33.8,42,100,6.59,SD,1722544149
521,nuku'alofa,-21.1333,-175.2,23.19,78,75,3.6,TO,1722544151
522,shizunai-furukawacho,42.3339,142.3669,20.54,96,100,3.56,JP,1722544152
523,nuuk,64.1835,-51.7216,11.34,62,0,8.23,GL,1722544153
524,salinopolis,-0.6136,-47.3561,27.59,74,89,4.88,BR,1722543896
525,berezovyy,51.6667,135.7,14.65,81,96,1.48,RU,1722544156
526,woolgoolga,-30.1106,153.2007,10.93,61,8,6.96,AU,1722544157
527,surazh,53.0175,32.3918,14.2,86,3,3.13,RU,1722544158
528,watsa,3.0372,29.5355,18.52,94,96,0.45,CD,1722544159
529,dashitou,43.3067,128.5114,20.73,94,62,1.7,CN,1722544160
530,oros,-6.2444,-38.9136,32.3,31,10,3.81,BR,1722544161
531,jacmel,18.2342,-72.5347,23.91,80,49,2.56,HT,1722544162
532,tanjung pandan,-2.75,107.65,25.03,91,32,2.83,ID,1722544163
533,betio village,1.358,172.9211,29.02,69,10,3.66,KI,1722544164
534,isangel,-19.55,169.2667,22.19,83,100,2.72,VU,1722544165
535,broken hill,-31.95,141.4333,7.22,61,12,4.85,AU,1722544166
536,franceville,-1.6333,13.5836,26.42,42,42,2.2,GA,1722544167
537,mount gambier,-37.8333,140.7667,7.34,60,95,4.86,AU,1722544168
538,winnemucca,40.973,-117.7357,37.03,11,0,2.5,US,1722544169
539,holualoa,19.6228,-155.9522,22.36,88,60,2.88,US,1722544170
540,pacific grove,36.6177,-121.9166,25.13,86,20,4.63,US,1722544171
541,carutapera,-1.195,-46.02,27.51,70,90,3.82,BR,1722544172
542,nyala,12.05,24.8833,25.08,74,99,2.35,SD,1722544173
543,tshabong,-26.05,22.45,15.3,19,100,3.65,BW,1722544174
544,mukdahan,16.5833,104.5,23.92,97,100,1.44,TH,1722544175
545,letlhakeng,-24.0944,25.0298,16.01,54,0,5.4,BW,1722544176
546,homestead meadows north,31.8496,-106.1729,36.06,23,20,3.09,US,1722544177
547,sant'antioco,39.0664,8.4522,25.93,64,0,0.76,IT,1722544179
548,tomatlan,19.9333,-105.25,34.53,48,100,4.42,MX,1722544180
549,obiliq,42.6869,21.0703,23.03,40,0,0.51,XK,1722544181
550,liminka,64.8099,25.4155,15.04,94,100,1.54,FI,1722544182
551,tenenkou,14.4572,-4.9169,27.24,66,100,6.25,ML,1722544183
552,jabor,5.921,169.6434,28.18,77,80,4.66,MH,1722544184
553,saldanha,-33.0117,17.9442,8.03,86,0,5.28,ZA,1722544185
554,bulungu,-4.55,18.6,29.07,33,93,0.33,CD,1722544186
555,beira,-19.8436,34.8389,22.05,100,0,4.12,MZ,1722544187
556,sannicandro garganico,41.8384,15.5654,27.16,28,0,4.06,IT,1722544188
557,longford,53.7333,-7.8,15.75,88,99,2.15,IE,1722544189
558,bonthe,7.5264,-12.505,24.15,95,100,5.05,SL,1722544191
559,scarborough,54.2797,-0.4044,18.28,86,100,6.26,GB,1722544171
560,buka,40.8108,69.1986,30.0,25,33,1.24,UZ,1722544193
561,bobo-dioulasso,11.1771,-4.2979,23.34,93,100,2.86,BF,1722544194
562,hasaki,35.7333,140.8333,25.22,89,13,3.34,JP,1722544195
563,saudarkrokur,65.7461,-19.6394,12.35,81,99,2.68,IS,1722544196
564,kerikeri,-35.2268,173.9474,11.62,95,100,0.89,NZ,1722544197
565,pionerskiy,54.9508,20.2275,13.91,78,100,4.22,RU,1722544198
566,klaksvik,62.2266,-6.589,12.51,99,100,9.85,FO,1722544201
567,holdenville,35.0804,-96.3992,39.25,20,100,3.93,US,1722544202
568,mandan,46.8267,-100.8896,35.99,30,20,5.14,US,1722544204
569,agbabu,6.5886,4.8343,23.03,97,79,0.86,NG,1722544205
570,rohatyn,49.409,24.6093,18.85,68,99,0.5,UA,1722544206
